name,salinity,January_temp,June_temp,area,latitude,longitude,type of sea,corals,silt/sulfide
Banda Sea,34.22067261,29.15719986,29.65129852,695000,-6,127,3,1,0
Banda Sea,33.70574188,28.90890121,28.77470016,695000,-6,127,3,1,0
Banda Sea,34.24919891,28.75939941,28.5318985,695000,-6,127,3,1,0
Banda Sea,34.31120682,29.30749893,29.70479965,695000,-6,127,3,1,0
Banda Sea,34.27438354,29.48799896,29.86029625,695000,-6,127,3,1,0
Banda Sea,33.64361191,29.37249756,29.72710037,695000,-6,127,3,1,0
Banda Sea,33.67449188,28.91090012,28.71730042,695000,-6,127,3,1,0
Banda Sea,34.17932129,28.87789726,28.58759689,695000,-6,127,3,1,0
Banda Sea,34.16822433,29.27799988,29.79399872,695000,-6,127,3,1,0
Banda Sea,34.28873062,28.78139877,28.74320221,695000,-6,127,3,1,0
Banda Sea,34.28637314,29.17149925,29.69169998,695000,-6,127,3,1,0
Banda Sea,33.8992424,28.45659828,28.66259766,695000,-6,127,3,1,0
Banda Sea,34.29352188,28.80569839,28.69820213,695000,-6,127,3,1,0
Banda Sea,34.29737854,29.63159943,29.75440025,695000,-6,127,3,1,0
Banda Sea,34.24124146,29.1309967,28.70690155,695000,-6,127,3,1,0
Banda Sea,34.09227753,29.43289948,27.3,695000,-6,127,3,1,0
Banda Sea,33.87508392,29.36349869,29.73260117,695000,-6,127,3,1,0
Banda Sea,33.55392838,28.87799644,28.5245018,695000,-6,127,3,1,0
Banda Sea,34.06272125,28.9375,28.67230034,695000,-6,127,3,1,0
Banda Sea,33.54056168,29.3184967,29.53429794,695000,-6,127,3,1,0
Banda Sea,34.2289505,29.15719986,29.65129852,695000,-6,127,3,1,0
Banda Sea,34.32164001,28.90890121,28.77470016,695000,-6,127,3,1,0
Banda Sea,34.12248611,28.75939941,27.3,695000,-6,127,3,1,0
Banda Sea,34.16522598,29.30749893,29.70479965,695000,-6,127,3,1,0
Banda Sea,33.91441727,29.48799896,29.86029625,695000,-6,127,3,1,0
Banda Sea,33.55422211,29.37249756,29.72710037,695000,-6,127,3,1,0
Banda Sea,33.61743927,28.91090012,28.71730042,695000,-6,127,3,1,0
Banda Sea,34.08897781,28.87789726,28.58759689,695000,-6,127,3,1,0
Banda Sea,33.83054352,29.27799988,29.79399872,695000,-6,127,3,1,0
Barents Sea,34.26190567,-0.294600219,0.674801052,1400000,75,40,3,1,0
Barents Sea,34.34053802,-0.499501348,1.008900166,1400000,75,40,3,1,0
Barents Sea,34.77005005,-0.340599358,0.785699785,1400000,75,40,3,1,0
Barents Sea,34.52973938,0.67240113,0.410800487,1400000,75,40,3,1,0
Barents Sea,34.45459747,0.863997817,0.039298095,1400000,75,40,3,1,0
Barents Sea,34.41910172,0.508600473,0.417400211,1400000,75,40,3,1,0
Barents Sea,34.34728622,0.591398954,0.281301886,1400000,75,40,3,1,0
Barents Sea,34.39746475,-0.08459869,0.380400389,1400000,75,40,3,1,0
Barents Sea,34.29767227,0.570399165,0.391099542,1400000,75,40,3,1,0
Barents Sea,34.31690216,0.463900447,0.253698736,1400000,75,40,3,1,0
Barents Sea,34.46688461,-0.44119966,0.8373999,1400000,75,40,3,1,0
Barents Sea,34.19816971,-0.439900517,0.66270113,1400000,75,40,3,1,0
Barents Sea,34.76918411,-0.337498486,0.667197883,1400000,75,40,3,1,0
Barents Sea,34.2999649,-0.296901256,0.789698184,1400000,75,40,3,1,0
Barents Sea,34.37995148,1.17179966,0.087299801,1400000,75,40,3,1,0
Barents Sea,34.41717529,0.508699954,0.536001563,1400000,75,40,3,1,0
Barents Sea,34.74921799,-0.300900578,0.514499485,1400000,75,40,3,1,0
Barents Sea,34.71721268,0.91800046,0.234501347,1400000,75,40,3,1,0
Barents Sea,34.78105545,-0.264400631,0.472800612,1400000,75,40,3,1,0
Barents Sea,34.40319824,-0.695200205,0.90680021,1400000,75,40,3,1,0
Barents Sea,34.43305969,-0.294600219,0.674801052,1400000,75,40,3,1,0
Barents Sea,34.36832047,-0.499501348,1.008900166,1400000,75,40,3,1,0
Barents Sea,34.60482025,-0.340599358,0.785699785,1400000,75,40,3,1,0
Barents Sea,34.36673355,0.67240113,0.410800487,1400000,75,40,3,1,0
Barents Sea,34.43666458,0.863997817,0.039298095,1400000,75,40,3,1,0
Barents Sea,34.26853561,0.508600473,0.417400211,1400000,75,40,3,1,0
Barents Sea,34.77129745,0.591398954,0.281301886,1400000,75,40,3,1,0
Barents Sea,34.75532532,-0.08459869,0.380400389,1400000,75,40,3,1,0
Barents Sea,34.51508331,0.570399165,0.391099542,1400000,75,40,3,1,0
Barents Sea,34.67813492,0.463900447,0.253698736,1400000,75,40,3,1,0
Barents Sea,34.69145966,-0.44119966,0.8373999,1400000,75,40,3,1,0
Barents Sea,34.64332962,5,8.7,1400000,75,40,3,1,0
Barents Sea,34.6287384,-0.337498486,0.667197883,1400000,75,40,3,1,0
Barents Sea,34.53415298,-0.296901256,0.789698184,1400000,75,40,3,1,0
Barents Sea,34.56844711,1.17179966,0.087299801,1400000,75,40,3,1,0
Barents Sea,34.76440048,0.508699954,0.536001563,1400000,75,40,3,1,0
Barents Sea,34.52813339,-0.300900578,0.514499485,1400000,75,40,3,1,0
Barents Sea,34.47485352,0.91800046,0.234501347,1400000,75,40,3,1,0
Barents Sea,34.51150131,-0.264400631,0.472800612,1400000,75,40,3,1,0
Barents Sea,34.65962982,-0.695200205,0.90680021,1400000,75,40,3,1,0
Barents Sea,34.67717361,-0.294600219,0.674801052,1400000,75,40,3,1,0
Barents Sea,34.32975006,-0.499501348,1.008900166,1400000,75,40,3,1,0
Barents Sea,34.58676147,-0.340599358,0.785699785,1400000,75,40,3,1,0
Barents Sea,34.7469101,0.67240113,0.410800487,1400000,75,40,3,1,0
Barents Sea,34.56324005,0.863997817,0.039298095,1400000,75,40,3,1,0
Barents Sea,34.77062988,0.508600473,0.417400211,1400000,75,40,3,1,0
Barents Sea,34.52209091,0.591398954,0.281301886,1400000,75,40,3,1,0
Barents Sea,34.49954987,5,8.7,1400000,75,40,3,1,0
Barents Sea,34.30051804,0.570399165,0.391099542,1400000,75,40,3,1,0
Bay of Bengal,33.08605957,27.72729874,29.60639763,2172000,15,88,3,1,0
Bay of Bengal,32.25246048,27.53229713,30.12489891,2172000,15,88,3,1,0
Bay of Bengal,32.07067108,27.75909615,29.43619919,2172000,15,88,3,1,0
Bay of Bengal,33.0417099,27.64559937,29.62569809,2172000,15,88,3,1,0
Bay of Bengal,32.64563751,27.02670097,30.56690025,2172000,15,88,3,1,0
Bay of Bengal,32.44211578,27.7274971,29.66189957,2172000,15,88,3,1,0
Bay of Bengal,32.57712555,27.0291996,30.3178978,2172000,15,88,3,1,0
Bay of Bengal,32.46743393,27.99430084,29.05439949,2172000,15,88,3,1,0
Bay of Bengal,32.74979782,27.30579948,30.61549759,2172000,15,88,3,1,0
Bay of Bengal,33.4294014,27.47609711,30.78479958,2172000,15,88,3,1,0
Bay of Bengal,32.87153625,27.70019722,29.66909981,2172000,15,88,3,1,0
Bay of Bengal,33.1442337,27.91459846,29.33249664,2172000,15,88,3,1,0
Bay of Bengal,32.21880341,27.68029976,29.66189957,2172000,15,88,3,1,0
Bay of Bengal,33.37834167,27.54519844,29.96629906,2172000,15,88,3,1,0
Bay of Bengal,32.4900322,27.68929672,29.81749916,2172000,15,88,3,1,0
Bay of Bengal,32.27610779,27.79459763,29.07389832,2172000,15,88,3,1,0
Bay of Bengal,33.04644012,27.1583004,30.67059708,2172000,15,88,3,1,0
Bay of Bengal,33.15638351,26.88139915,30.17509651,2172000,15,88,3,1,0
Bay of Bengal,32.64607239,27.47609711,30.28309822,2172000,15,88,3,1,0
Bay of Bengal,33.15067673,27.84290123,28.87890053,2172000,15,88,3,1,0
Bay of Bengal,32.71056366,27.72729874,29.60639763,2172000,15,88,3,1,0
Bay of Bengal,32.29827499,27.53229713,30.12489891,2172000,15,88,3,1,0
Bay of Bengal,32.7583847,27.75909615,29.43619919,2172000,15,88,3,1,0
Bay of Bengal,32.71569824,27.64559937,29.62569809,2172000,15,88,3,1,0
Bay of Bengal,32.34410858,27.02670097,30.56690025,2172000,15,88,3,1,0
Bay of Bengal,32.91998672,27.7274971,29.66189957,2172000,15,88,3,1,0
Bay of Bengal,32.9619751,27.0291996,30.3178978,2172000,15,88,3,1,0
Bay of Bengal,33.42717743,27.99430084,29.05439949,2172000,15,88,3,1,0
Bay of Bengal,32.58485413,27.30579948,30.61549759,2172000,15,88,3,1,0
Bay of Bengal,33.32303238,27.47609711,30.78479958,2172000,15,88,3,1,0
Bay of Bengal,31.75743294,27.70019722,29.66909981,2172000,15,88,3,1,0
Bay of Bengal,32.77000427,27.91459846,29.33249664,2172000,15,88,3,1,0
Bay of Bengal,33.10741043,27.68029976,29.66189957,2172000,15,88,3,1,0
Bay of Bengal,32.59937668,27.54519844,29.96629906,2172000,15,88,3,1,0
Bay of Bengal,32.95784378,27.68929672,29.81749916,2172000,15,88,3,1,0
Bay of Bengal,33.02157593,27.79459763,29.07389832,2172000,15,88,3,1,0
Bay of Bengal,32.57029343,27.1583004,30.67059708,2172000,15,88,3,1,0
Bay of Bengal,32.40011978,26.88139915,30.17509651,2172000,15,88,3,1,0
Bay of Bengal,32.07464981,27.47609711,30.28309822,2172000,15,88,3,1,0
Bay of Bengal,32.61651611,27.84290123,28.87890053,2172000,15,88,3,1,0
Bay of Bengal,33.36288834,27.72729874,29.60639763,2172000,15,88,3,1,0
Bay of Bengal,32.90962219,27.53229713,30.12489891,2172000,15,88,3,1,0
Bay of Bengal,32.96967697,27.75909615,29.43619919,2172000,15,88,3,1,0
Bay of Bengal,32.27149963,27.64559937,29.62569809,2172000,15,88,3,1,0
Bay of Bengal,31.94128036,27.02670097,30.56690025,2172000,15,88,3,1,0
Bay of Bengal,33.20899963,27.7274971,29.66189957,2172000,15,88,3,1,0
Bay of Bengal,32.34236908,27.0291996,30.3178978,2172000,15,88,3,1,0
Bay of Bengal,32.80218887,27.99430084,29.05439949,2172000,15,88,3,1,0
Bay of Bengal,33.05626678,27.30579948,30.61549759,2172000,15,88,3,1,0
Black Sea,18.37664795,11.26569748,18.04169846,436000,44,35,2,0,1
Black Sea,18.4354248,11.2291975,17.74069977,436000,44,35,2,0,1
Black Sea,18.44746017,11.00570011,18.03279686,436000,44,35,2,0,1
Black Sea,18.3344059,11.21660042,17.83999825,436000,44,35,2,0,1
Black Sea,18.10284805,10.12739944,20.39730072,436000,44,35,2,0,1
Black Sea,18.57857132,11.35929775,18.15559769,436000,44,35,2,0,1
Black Sea,18.23726273,10.16609764,19.99539948,436000,44,35,2,0,1
Black Sea,18.15892982,10.50389957,18.83239937,436000,44,35,2,0,1
Black Sea,18.260952,10.36449909,19.45319939,436000,44,35,2,0,1
Black Sea,18.39155769,11.42049885,18.05619812,436000,44,35,2,0,1
Black Sea,18.16905785,10.45189857,20.02420044,436000,44,35,2,0,1
Black Sea,18.25761986,10.822299,18.53369904,436000,44,35,2,0,1
Black Sea,18.37758064,10.47640038,17.78289986,436000,44,35,2,0,1
Black Sea,18.08172798,11.4224987,17.75579834,436000,44,35,2,0,1
Black Sea,18.0649662,11.42199898,17.69829941,436000,44,35,2,0,1
Black Sea,17.99776459,10.43969822,19.16289711,436000,44,35,2,0,1
Black Sea,18.26582718,10.41889858,19.81249809,436000,44,35,2,0,1
Black Sea,18.16033173,11.20329857,18.04469872,436000,44,35,2,0,1
Black Sea,18.10616112,9.950199127,20.14949799,436000,44,35,2,0,1
Black Sea,18.42642021,10.24429893,19.45639992,436000,44,35,2,0,1
Black Sea,18.03647232,6,24.6,436000,44,35,2,0,1
Black Sea,18.27594376,8.647460938,24.6,436000,44,35,2,0,1
Black Sea,18.05998421,6,24.6,436000,44,35,2,0,1
Black Sea,18.35223389,6,24.6,436000,44,35,2,0,1
Black Sea,18.32809067,6,24.6,436000,44,35,2,0,1
Black Sea,17.92260361,6,24.6,436000,44,35,2,0,1
Black Sea,18.10191154,6,24.6,436000,44,35,2,0,1
Black Sea,18.02810097,6,24.6,436000,44,35,2,0,1
Black Sea,18.52643013,6,24.6,436000,44,35,2,0,1
Black Sea,18.52524185,6,24.6,436000,44,35,2,0,1
Black Sea,18.19873238,6,24.6,436000,44,35,2,0,1
Black Sea,18.40602112,6,24.6,436000,44,35,2,0,1
Black Sea,18.19636917,6,24.6,436000,44,35,2,0,1
Black Sea,18.35276794,6,24.6,436000,44,35,2,0,1
Black Sea,18.22607803,6,24.6,436000,44,35,2,0,1
Black Sea,18.44009018,6,24.6,436000,44,35,2,0,1
Black Sea,17.95445251,6,24.6,436000,44,35,2,0,1
Black Sea,18.03458786,6,24.6,436000,44,35,2,0,1
Black Sea,17.96525574,6,24.6,436000,44,35,2,0,1
Black Sea,18.20446014,6,24.6,436000,44,35,2,0,1
Black Sea,17.83432007,6,24.6,436000,44,35,2,0,1
Black Sea,18.59547615,6,24.6,436000,44,35,2,0,1
Black Sea,18.09964752,6,24.6,436000,44,35,2,0,1
Black Sea,18.18023872,6,17.78289986,436000,44,35,2,0,1
Black Sea,18.14541626,6,17.75579834,436000,44,35,2,0,1
Black Sea,18.64418221,6,17.69829941,436000,44,35,2,0,1
Black Sea,18.6532383,6,19.16289711,436000,44,35,2,0,1
Black Sea,18.54751778,6,24.6,436000,44,35,2,0,1
Black Sea,18.09095383,6,24.6,436000,44,35,2,0,1
Caspian Sea,12.4614439,8.153778076,20.2,371000,42,50,1,0,0
Caspian Sea,11.89615631,10.3,22.7,371000,42,50,1,0,0
Caspian Sea,12.35115051,8.3,22.2,371000,42,50,1,0,0
Caspian Sea,12.63657475,7.2,24.7,371000,42,50,1,0,0
Caspian Sea,12.12985039,5.7,21.6,371000,42,50,1,0,0
Caspian Sea,12.24260998,7.2,24.7,371000,42,50,1,0,0
Caspian Sea,12.19270229,5.4,22.9,371000,42,50,1,0,0
Caspian Sea,11.68000793,7.2,23.4,371000,42,50,1,0,0
Caspian Sea,12.12421703,6.7,22.9,371000,42,50,1,0,0
Caspian Sea,11.75942135,7.2,24.6,371000,42,50,1,0,0
Caspian Sea,11.99775124,5.2,22.7,371000,42,50,1,0,0
Caspian Sea,12.19461155,6.7,24.7,371000,42,50,1,0,0
Caspian Sea,12.15513229,5,21.9,371000,42,50,1,0,0
Caspian Sea,12.64832973,7,21.9,371000,42,50,1,0,0
Caspian Sea,12.35918045,5.3,21.5,371000,42,50,1,0,0
Caspian Sea,12.653409,7.2,23.9,371000,42,50,1,0,0
Caspian Sea,12.42049026,4.7,22.2,371000,42,50,1,0,0
Caspian Sea,11.92582703,5.7,24.7,371000,42,50,1,0,0
Caspian Sea,12.60601807,3.9,21.8,371000,42,50,1,0,0
Caspian Sea,12.29411793,6.4,21.7,371000,42,50,1,0,0
Caspian Sea,12.01999283,4.4,21.4,371000,42,50,1,0,0
Caspian Sea,12.63787842,7.2,24.1,371000,42,50,1,0,0
Caspian Sea,11.8571825,4.8,22.2,371000,42,50,1,0,0
Caspian Sea,11.9407959,6.3,24.7,371000,42,50,1,0,0
Caspian Sea,12.66321945,4.7,22,371000,42,50,1,0,0
Caspian Sea,12.77227116,7,21.6,371000,42,50,1,0,0
Caspian Sea,11.99997807,5,22.1,371000,42,50,1,0,0
Caspian Sea,11.93694687,9.3,24.3,371000,42,50,1,0,0
Caspian Sea,12.67721939,10.3,22.4,371000,42,50,1,0,0
Caspian Sea,12.09828758,9.3,24.7,371000,42,50,1,0,0
Caspian Sea,11.68355942,10.7,21.9,371000,42,50,1,0,0
Caspian Sea,11.60866833,10.3,21.4,371000,42,50,1,0,0
Caspian Sea,12.12513542,7.2,21.7,371000,42,50,1,0,0
Caspian Sea,11.69667339,8.2,24.4,371000,42,50,1,0,0
Caspian Sea,12.13146019,8.2,22.4,371000,42,50,1,0,0
Caspian Sea,12.14398861,8.1,24.7,371000,42,50,1,0,0
Caspian Sea,12.4253397,8.8,24.7,371000,42,50,1,0,0
Caspian Sea,11.64322186,8.3,22,371000,42,50,1,0,0
Caspian Sea,12.69042683,7.2,21.6,371000,42,50,1,0,0
Caspian Sea,11.65557861,4.8,22.1,371000,42,50,1,0,0
Caspian Sea,12.18113232,6.3,24.3,371000,42,50,1,0,0
Caspian Sea,11.64175892,4.7,22.4,371000,42,50,1,0,0
Caspian Sea,12.43447781,7,24.7,371000,42,50,1,0,0
Caspian Sea,12.34972191,5,21.9,371000,42,50,1,0,0
Caspian Sea,12.76268959,9.3,21.4,371000,42,50,1,0,0
Caspian Sea,12.74520302,10.3,21.7,371000,42,50,1,0,0
Caspian Sea,12.06080437,9.3,24.4,371000,42,50,1,0,0
Caspian Sea,12.75692368,10.7,22.4,371000,42,50,1,0,0
Caspian Sea,11.60002899,10.3,24.7,371000,42,50,1,0,0
Celebes Sea,34.0790329,29.29969597,30.08090019,280000,3,122,3,1,0
Celebes Sea,33.75680542,29.20370102,30.16379738,280000,3,122,3,1,0
Celebes Sea,33.95078278,29.49160004,30.14249802,280000,3,122,3,1,0
Celebes Sea,33.96914291,29.57849884,30.16649818,280000,3,122,3,1,0
Celebes Sea,34.04289246,29.73890114,30.32859802,280000,3,122,3,1,0
Celebes Sea,33.71251297,29.37369919,30.28289795,280000,3,122,3,1,0
Celebes Sea,33.88840866,29.17069817,30.17769814,280000,3,122,3,1,0
Celebes Sea,33.93435669,29.58209801,30.31329727,280000,3,122,3,1,0
Celebes Sea,33.80600739,29.08399773,30.02470016,280000,3,122,3,1,0
Celebes Sea,34.06790161,29.30399895,29.7974987,280000,3,122,3,1,0
Celebes Sea,33.71789169,29.18769836,29.90209961,280000,3,122,3,1,0
Celebes Sea,33.67491531,29.50569916,30.27429962,280000,3,122,3,1,0
Celebes Sea,33.66227722,29.1901989,29.74609947,280000,3,122,3,1,0
Celebes Sea,33.71532822,29.33989906,30.2798996,280000,3,122,3,1,0
Celebes Sea,33.82625198,29.06119728,30.15229988,280000,3,122,3,1,0
Celebes Sea,33.78924561,29.58780098,29.67649841,280000,3,122,3,1,0
Celebes Sea,33.72865295,29.16950035,29.86969948,280000,3,122,3,1,0
Celebes Sea,33.65194702,28.99760056,30.20839691,280000,3,122,3,1,0
Celebes Sea,33.70246506,29.56129837,30.3572979,280000,3,122,3,1,0
Celebes Sea,33.8517952,29.33670044,30.146698,280000,3,122,3,1,0
Celebes Sea,33.79213715,29.29969597,30.08090019,280000,3,122,3,1,0
Celebes Sea,33.85528946,29.20370102,30.16379738,280000,3,122,3,1,0
Celebes Sea,34.11904907,29.49160004,30.14249802,280000,3,122,3,1,0
Celebes Sea,34.04137802,29.57849884,30.16649818,280000,3,122,3,1,0
Celebes Sea,33.68565369,29.73890114,30.32859802,280000,3,122,3,1,0
Celebes Sea,34.01826096,29.37369919,30.28289795,280000,3,122,3,1,0
Celebes Sea,33.7608223,29.17069817,30.17769814,280000,3,122,3,1,0
Celebes Sea,33.94810104,29.58209801,30.31329727,280000,3,122,3,1,0
Celebes Sea,33.95481491,29.08399773,30.02470016,280000,3,122,3,1,0
Celebes Sea,33.93361664,29.30399895,29.7974987,280000,3,122,3,1,0
Celebes Sea,33.78250885,29.18769836,29.90209961,280000,3,122,3,1,0
Celebes Sea,33.7949295,29.50569916,30.27429962,280000,3,122,3,1,0
Celebes Sea,33.7048378,29.1901989,29.74609947,280000,3,122,3,1,0
Celebes Sea,33.83533096,29.33989906,30.2798996,280000,3,122,3,1,0
Celebes Sea,33.78511047,29.06119728,30.15229988,280000,3,122,3,1,0
Celebes Sea,33.82603073,29.58780098,29.67649841,280000,3,122,3,1,0
Celebes Sea,34.02326202,29.16950035,29.86969948,280000,3,122,3,1,0
Celebes Sea,33.98484039,28.99760056,30.20839691,280000,3,122,3,1,0
Celebes Sea,33.96030807,29.56129837,30.3572979,280000,3,122,3,1,0
Celebes Sea,33.65131378,29.33670044,30.146698,280000,3,122,3,1,0
Celebes Sea,33.87598038,29.29969597,30.08090019,280000,3,122,3,1,0
Celebes Sea,33.82226181,29.20370102,30.16379738,280000,3,122,3,1,0
Celebes Sea,33.79071045,29.49160004,30.14249802,280000,3,122,3,1,0
Celebes Sea,33.95290375,29.57849884,30.16649818,280000,3,122,3,1,0
Celebes Sea,33.84771347,29.73890114,30.32859802,280000,3,122,3,1,0
Celebes Sea,33.78788376,29.37369919,30.28289795,280000,3,122,3,1,0
Celebes Sea,33.73921585,29.17069817,30.17769814,280000,3,122,3,1,0
Celebes Sea,33.79476929,29.58209801,30.31329727,280000,3,122,3,1,0
Celebes Sea,33.99646378,29.08399773,30.02470016,280000,3,122,3,1,0
Coral Sea,35.07291794,28.66289902,26.12389946,4791000,-18,158,3,1,0
Coral Sea,34.82641602,28.14069939,26.65719795,4791000,-18,158,3,1,0
Coral Sea,34.8555069,28.71619987,25.79059792,4791000,-18,158,3,1,0
Coral Sea,34.84669495,28.81949615,25.76859665,4791000,-18,158,3,1,0
Coral Sea,34.9850502,28.10839844,26.87820053,4791000,-18,158,3,1,0
Coral Sea,35.07697296,28.30579758,25.63269806,4791000,-18,158,3,1,0
Coral Sea,34.82094955,28.75109673,27.15779877,4791000,-18,158,3,1,0
Coral Sea,34.75163269,28.81389809,25.81669807,4791000,-18,158,3,1,0
Coral Sea,35.04773712,28.23619843,25.61269951,4791000,-18,158,3,1,0
Coral Sea,34.99635696,28.55360031,25.91419983,4791000,-18,158,3,1,0
Coral Sea,35.08683777,28.62599754,26.67469978,4791000,-18,158,3,1,0
Coral Sea,35.15306854,28.74300003,27.2322998,4791000,-18,158,3,1,0
Coral Sea,34.91885376,28.65110016,26.02109718,4791000,-18,158,3,1,0
Coral Sea,34.8891449,28.80869865,26.63989639,4791000,-18,158,3,1,0
Coral Sea,34.88195801,28.75579834,27.1921978,4791000,-18,158,3,1,0
Coral Sea,35.07299805,28.4204998,26.72789764,4791000,-18,158,3,1,0
Coral Sea,34.82201385,28.71959877,27.18179703,4791000,-18,158,3,1,0
Coral Sea,35.01999664,28.49329758,27.0345993,4791000,-18,158,3,1,0
Coral Sea,34.97970963,28.34029961,25.51280022,4791000,-18,158,3,1,0
Coral Sea,35.02459717,28.71309853,25.97750092,4791000,-18,158,3,1,0
Coral Sea,35.10149384,28.66289902,26.12389946,4791000,-18,158,3,1,0
Coral Sea,34.88266373,28.14069939,26.65719795,4791000,-18,158,3,1,0
Coral Sea,34.98022842,28.71619987,25.79059792,4791000,-18,158,3,1,0
Coral Sea,34.9015274,28.81949615,25.76859665,4791000,-18,158,3,1,0
Coral Sea,34.94307709,28.10839844,26.87820053,4791000,-18,158,3,1,0
Coral Sea,34.65742493,28.30579758,25.63269806,4791000,-18,158,3,1,0
Coral Sea,35.09932327,28.75109673,27.15779877,4791000,-18,158,3,1,0
Coral Sea,35.08256912,28.81389809,25.81669807,4791000,-18,158,3,1,0
Coral Sea,34.92002106,28.23619843,25.61269951,4791000,-18,158,3,1,0
Coral Sea,34.82618332,28.55360031,25.91419983,4791000,-18,158,3,1,0
Coral Sea,34.72874451,28.62599754,26.67469978,4791000,-18,158,3,1,0
Coral Sea,35.12186813,28.74300003,27.2322998,4791000,-18,158,3,1,0
Coral Sea,34.8805275,28.65110016,26.02109718,4791000,-18,158,3,1,0
Coral Sea,34.96897125,28.80869865,26.63989639,4791000,-18,158,3,1,0
Coral Sea,34.88364792,28.75579834,27.1921978,4791000,-18,158,3,1,0
Coral Sea,34.90329742,28.4204998,26.72789764,4791000,-18,158,3,1,0
Coral Sea,35.14423752,28.71959877,27.18179703,4791000,-18,158,3,1,0
Coral Sea,34.82078934,28.49329758,27.0345993,4791000,-18,158,3,1,0
Coral Sea,34.92717361,28.34029961,25.51280022,4791000,-18,158,3,1,0
Coral Sea,34.97133255,28.71309853,25.97750092,4791000,-18,158,3,1,0
Coral Sea,35.05437469,28.66289902,26.12389946,4791000,-18,158,3,1,0
Coral Sea,35.10348511,28.14069939,26.65719795,4791000,-18,158,3,1,0
Coral Sea,35.07232285,28.71619987,25.79059792,4791000,-18,158,3,1,0
Coral Sea,35.14715576,28.81949615,25.76859665,4791000,-18,158,3,1,0
Coral Sea,35.1137886,28.10839844,26.87820053,4791000,-18,158,3,1,0
Coral Sea,35.03023911,28.30579758,25.63269806,4791000,-18,158,3,1,0
Coral Sea,35.13579941,28.75109673,27.15779877,4791000,-18,158,3,1,0
Coral Sea,35.02626038,28.81389809,25.81669807,4791000,-18,158,3,1,0
Coral Sea,34.69495773,28.23619843,25.61269951,4791000,-18,158,3,1,0
Cosmonauts Sea,33.84803009,-0.692400515,-1.605698228,699000,-65,45,3,1,0
Cosmonauts Sea,34.02870941,-0.355799854,-1.62809813,699000,-65,45,3,1,0
Cosmonauts Sea,33.9150238,0.325700074,-1.668697834,699000,-65,45,3,1,0
Cosmonauts Sea,33.99902344,-0.133099675,-1.0914011,699000,-65,45,3,1,0
Cosmonauts Sea,33.95975113,-0.226600349,-1.046101093,699000,-65,45,3,1,0
Cosmonauts Sea,34.03776169,-0.390099168,-1.597898602,699000,-65,45,3,1,0
Cosmonauts Sea,34.03652191,-0.060300902,-1.079802275,699000,-65,45,3,1,0
Cosmonauts Sea,34.06077576,-0.059900511,-1.109499812,699000,-65,45,3,1,0
Cosmonauts Sea,33.98291779,-0.674100637,-1.598900199,699000,-65,45,3,1,0
Cosmonauts Sea,33.89471436,-0.663401186,-1.50919795,699000,-65,45,3,1,0
Cosmonauts Sea,33.81784058,-0.117400207,-1.086401939,699000,-65,45,3,1,0
Cosmonauts Sea,34.02087784,-0.088500977,-1.125600338,699000,-65,45,3,1,0
Cosmonauts Sea,33.8471489,0.054499511,-1.186301827,699000,-65,45,3,1,0
Cosmonauts Sea,33.88166428,-0.651599705,-1.568698764,699000,-65,45,3,1,0
Cosmonauts Sea,34.0626297,-0.061001588,-1.068902016,699000,-65,45,3,1,0
Cosmonauts Sea,33.81987762,-0.656901538,-1.520300269,699000,-65,45,3,1,0
Cosmonauts Sea,34.02840042,-0.558299839,-1.58139801,699000,-65,45,3,1,0
Cosmonauts Sea,33.86457443,-0.653101504,-1.562497258,699000,-65,45,3,1,0
Cosmonauts Sea,34.01535797,-0.247602239,-1.042099953,699000,-65,45,3,1,0
Cosmonauts Sea,33.88098907,0.16079925,-1.31930089,699000,-65,45,3,1,0
Cosmonauts Sea,33.99249649,-0.692400515,-1.605698228,699000,-65,45,3,1,0
Cosmonauts Sea,34.01618195,-0.355799854,-1.62809813,699000,-65,45,3,1,0
Cosmonauts Sea,33.83973694,0.325700074,-1.668697834,699000,-65,45,3,1,0
Cosmonauts Sea,34.05856705,-0.133099675,-1.0914011,699000,-65,45,3,1,0
Cosmonauts Sea,34.08605194,-0.226600349,-1.046101093,699000,-65,45,3,1,0
Cosmonauts Sea,33.87361526,-0.390099168,-1.597898602,699000,-65,45,3,1,0
Cosmonauts Sea,33.83310318,-0.060300902,-1.079802275,699000,-65,45,3,1,0
Cosmonauts Sea,33.99013519,-0.059900511,-1.109499812,699000,-65,45,3,1,0
Cosmonauts Sea,33.96042633,-0.674100637,-1.598900199,699000,-65,45,3,1,0
Cosmonauts Sea,34.05884171,-0.663401186,-1.50919795,699000,-65,45,3,1,0
Cosmonauts Sea,33.99449158,-0.117400207,-1.086401939,699000,-65,45,3,1,0
Cosmonauts Sea,33.85395813,-0.088500977,-1.125600338,699000,-65,45,3,1,0
Cosmonauts Sea,33.84949112,0.054499511,-1.186301827,699000,-65,45,3,1,0
Cosmonauts Sea,34.02996445,-0.651599705,-1.568698764,699000,-65,45,3,1,0
Cosmonauts Sea,34.00431061,-0.061001588,-1.068902016,699000,-65,45,3,1,0
Cosmonauts Sea,33.97909546,-0.656901538,-1.520300269,699000,-65,45,3,1,0
Cosmonauts Sea,34.06633377,-0.558299839,-1.58139801,699000,-65,45,3,1,0
